product_id,product_name,text
897e57955d1f,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","Product: All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta
Categories: Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets

Top reviews:
This product so far has not disappointed. My children love to use it and I like the ability to monitor control what content they see with ease. great for beginner or experienced person. Bought as a gift and she loves it Inexpensive tablet for him to use and learn on, step up from the NABI. He was thrilled with it, learn how to Skype on it already... I've had my Fire HD 8 two weeks now and I love it. This tablet is a great value.We are Prime Members and that is where this tablet SHINES. I love being able to easily access all of the Prime content as well as movies you can download and watch laterThis has a 1280/800 screen which has some really nice look to it its nice and crisp and very bright infact it is brighter then the ipad pro costing $900 base model. The build on this fire is INSANELY AWESOME running at only 7.7mm thick and the smooth glossy feel on the back it is really amazing to hold its like the futuristic tab in ur hands. I bought this for my grand daughter when she comes over to visit. I set it up with her as the user, entered her age and name and now Amazon makes sure that she only accesses sites and content that are appropriate to her age. Simple to do and she loves the capabilities. I also bought and installed a 64gig SD card which gives this little tablet plenty of storage. For the price I think this tablet is best one out there. You can spend hundreds of dollars more for additional speed and capacity but when it comes to the basics this tablets does everything that most people will ever need at a fraction of the cost. This amazon fire 8 inch tablet is the perfect size. I purchased it for my husband so that he has a bigger screen than just his phone. He had gotten me one a few years ago so I knew it would be a good purchase. Great for e-reading on the go, nice and light weight, and for the price point given, definitely worth the purchase. I gave this as a Christmas gift to my inlaws, husband and uncle. They loved it and how easy they are to use with fantastic features! Great as a device to read books. I like that it links with my borrowed library e-books. Switched from another popular tablet brand and I am happy with the choice I made. It took some time to get books from my previous non-Kindle reader, but finally figured out a way! I love ordering books and reading them with the reader."
48f841b38219,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta","Product: All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Magenta
Categories: Kindle Store,Amazon Devices,Electronics

Top reviews:
I woke up to a nice surprise this morning: a new kindle as a gift. I have an iPad and a Kindle DX, but I guess someone heard my complaints of them being too heavy and difficult to do extended-reading on. Don't get me wrong, I absolutely love my iPad and DX, but this new generation of Kindle is perfect for reading outside and for long periods of time. The iPad gets completely washed out in sunlight and often irritates my eyes staring at it for more than a couple of hours. The DX was my go-to device for those extended/outdoor reading periods, but now I have a new friend for reading novels. Instead of a replacement, this one seems more like a companion to the other devices and is a different class. The iPad works great for web browsing, shopping, productivity, games, etc while the Kindle falls short in those areas. The Kindle works great for reading novels, where the iPad falls short. For those that love to do extended-reading of magazines, newspapers, research articles, etc, I find that the DX is the go-to device.br /br /Without a doubt, the size and weight of the new kindle is the biggest draw for me. It's smaller than the last edition by a significant margin. I've played around with the Kindle 2 and was impressed, but now looking at the size of the new Kindle, I'm blown away. It's the absolute perfect size. Smaller would be unmanageable and larger wouldn't feel nearly as good. This is a device that you can hold up, read, and just forget that it's there. Compared to other e-readers I've tried, it's much smaller and much lighter.br /br /One of my biggest complaints about the previous generation Kindles and the DX is the speed. It sometimes takes a while after you push next page' for it to actually change.Read more I use to hate to read but now that I have my Kindle and I can change the size of the font so this old lady can see the words better I love to read. All of them quit working. There's absolutely no way to revive them once that battery loses power If NOT charged immediately, if even just a few weeks go by, NO HOPE of ever using your Kindle again. A major flaw I recently ordered my 8th Kindle. It was to replace my 7th Kindle which I unknowingly crushed. I love the Kindle Keyboard as my clumsy old hands tremble too much to type on a touch screen. For me, newer is just more frustrating. However, new Keyboard Kindles are scarce on the ground, so I got a reconditioned one. I noticed on my account page that Amazon recognized my new Kindle as soon as I bought it. When it arrived, however, it was not registered to me and it claimed it could not connect to my home WiFi. So I called my internet provider. I waded through that companys automated menu beginning with press 1 for English. That irritates me as I think English should be the default language in this country. But pressing on, I provided my 9 digit phone number, my 10 digit account number, my 9 digit zip code, my address, my 8 digit birthday, and the name of my favorite pet, my first car and my oldest nephew. Then I listened to an automated menu that had a 9 item selection none of which exactly fitted the problem I was having. After all this, I was asked if I would provide feedback after the call. I know this company and I was sure I would have comments to make, so I pressed 1 for yes. Then instead of finally letting me speak to a person, the automated voice directed me back through the forest of numbers I had already provided. Patiently I retyped all I had already typed. This time I was cannier. I refused the opportunity to give feedback and was finally connected to a person a person with a strong foreign accent and a bad phone connection. Didnt I press 1 for English After struggling for several minutes I begged for a supervisor as I could not understand the English spoken by this person. I was eventually routed to three other people with a hold time between each new connection as each person I spoke to did not handle my problem. I asked for phone numbers every time so I could reconnect if my call was disconnected accidentally. Finally I found a person who could help and did indeed get a connection established between my Kindle and my WiFi. I again asked for a telephone number in case I had further problems. Im sorry. I do not have a phone number that you can call to connect directly to me. Well, I should have known. I had been on the phone for 50 minutes.Then my Kindle would not download my archived items. So I contacted Amazons Help Line. I got an American in the first minute. I did not have to press anything I explained my problem. The Amazon American fiddled with a few buttons on his end and my Kindle began working correctly. I was on the phone for 4 minutes. Great. Love it. I researched the purchase of a Kindle for a long time. I couldn't decide whether or not it was worth buying a dedicated e-reader. Boy am I glad I made this purchase. The downside to Amazon's online selling of Kindle 3 is that the customers don't get to see it in person. It is much better in person. This may sound stupid, but when I got my new Kindle, I thought there was a stuck-on overlay on the screen containing a diagram of the unit's buttons, etc. I actually tried to peel it off. Doh! The e-ink on this unit is THAT good. I didn't realize that I was staring at the actual display. I also didn't realize that no power is required until the display changes. (thus the great battery life) I do a lot of reading, but was facing the prospect of reading less or buying large type books because of my variable and deteriorating eyesight. The new Kindle has been a godsend. Now, I can decide the size of type I need depending on my level of fatigue among other things. The weight and ergonomics are very good. For someone, like me, with neuropathy in his hands, it is extremely easy to manage and enjoyable to own. To me, it is easier to read than print books. The ease of navigation is great as is the speed. The battery life, so far, has been extraordinary. It easily connected to our home Wi-Fi, which by design does not broadcast an SSID. It downloads books so fast that I almost thought they were not completely received. I did not buy the 3G version because of the price difference and the fact that there is no coverage where I live. If you are not constantly traveling, I don't see the need to spend the extra bucks, but that is a matter of personal choice. For those who have no Wi-Fi at home, remember that you can always download the material to your computer and transfer it via USB.Read more This thing has captured my wife's heart. She reads every where, all the time. Vacation, on the way to church, At bedtime and far beyond. Books are so easy to get from the kindle itself It fits in her purse, I have to repeat everything , I always get, right after this chapter . Do not buy this for someone you want share LIFE with. I got my Kindle a few years ago and barely used it. Recently I discovered it again and have been using it daily, always in a hard protective case as it has been from day 1. Yesterday I opened the cover ready to read and discovered the screen had apparently cracked, seemingly for no apparent reason (no extreme temperatures, dropping, pressure, etc.). A quick Google search revealed this is a common problem, especially for my model, which made me think Amazon would replace the device for me due to the obvious design flaw. Not a chance though. Despite endless reports of this problem popping up through simple internet searches the representative I spoke to denied this was a common problem and was only able to offer me a very slight discount on a new product. Not sure it is worth the investment again - thinking it is better to stick to reading on my iPad, which is equipped with indestructible Gorilla Glass. Bottom line: do not buy a Kindle if you want a lasting product It was excellent for me in one moment when I was able to use it onboard cruise ship while ship was in international water with it's own 3G or EDGE cellphone network. Once they stop this way of using around 5 months ago, now I can use it only when I am in the states. Bought for my husband for Christmas and I have to admit that I use it much more than he does, I love this product even though it has been updated with newer versions. I like to have something with just books. Easy to use, screen is easy to read, battery life long. I use it at the beach and for travel. Nice to have"
31bd78443dd6,"All-New Kindle E-reader - Black, 6 Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers,,","Product: All-New Kindle E-reader - Black, 6 Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers,,
Categories: Amazon Devices & Accessories,Amazon Device Accessories,Power Adapters & Cables,Kindle Store,Kindle E-Reader Accessories,Kindle Paperwhite Accessories

Top reviews:
Works good but, you can purchase a charger with same or better specs. on Amazon MUCH cheaper. I purchased a 5 port 30 watt charger for about 1/2 of the cost of this. Good products nice product great - can charge Kindle e-book reader without the need of computer being on. I ordered the Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders however, what I received is nothing like what is pictured. I received a charger cord that states LG Electronics and Verizon Accessory. I am not certain that these are the same item. Works well. Excellent Product! I don't think it's the adapter which seems to work fine. I just have to charge my new kindle lots more than the old one. It's probably the new Kindle's problem but I'll charge it with my old power adapter just to see. I charged with my old adapter and it was the same as the new one. So go ahead and buy this adapter good item this is way over priced"
86b2c1db3983,"Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,
Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,","Product: Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,
Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,
Categories: Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop

Top reviews:
I love this so much, I bought two! Also bought one for my parents. It is really easy to start up. Walks you right through the install process. I highly recommend. I love it. So easy to set up. Works with all my Amazon apps like Audible. Learning something new about it every day. Especially like using it for music. Totally happy with the item and purchase! Alexa has become a member of the family. She wakes us up in the morning, helps with math homework, plays music, and keeps track of our shopping lists! I can't imagine not having this device and the Dots in every room! Got this for the wife for x-mass does a lot of cool stuff she love it does every thing she wants and more This product makes life easier, smart home integration or just shopping lists... makes life easier. We are very much enjoying our Echo. Our grand children do too. Alexa answers all sorts of questions for us and we particularly enjoy the music we request. We have an app downloaded on our tablet so we can listen to podcasts and radio stations too. It's great! easy to be understood and the color is a nice arctic white We love Alexa and everything she can do for us and also the info for our son My husband loves his gift, I would recommend to al my family and i really love alexa, she works great and doubles as an assistant and a wireless speaker, I cant wait till she learns more commands"
fd8a4a83ff50,"Amazon - Fire 16GB (5th Gen, 2015 Release) - Black,,,
Amazon - Fire 16GB (5th Gen, 2015 Release) - Black,,,","Product: Amazon - Fire 16GB (5th Gen, 2015 Release) - Black,,,
Amazon - Fire 16GB (5th Gen, 2015 Release) - Black,,,
Categories: Walmart for Business,Office Electronics,Tablets,Electronics,iPad & Tablets,All Tablets,Computers & Tablets,E-Readers & Accessories,Kindle E-readers,Electronics Features,eBook Readers,See more Amazon Kindle Voyage (Wi-Fi),See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...

Top reviews:
I love my Kindle Voyage, however it does not have a speaker for audio books. and changes settings ie. remaining time/pages left in book on it's own. highly recommend this product to all book lovers... I enjoy my kindle and would recommend to anyone. There is a good choice of books and reading material also. this was a choice between the Oasis and the Voyage. i made the right choice Went back and forth between this and the Oasis but in the end just couldn't justify the added cost. So far I'm happy with this model."
e1959e2e5cee,"Amazon - Kindle Voyage - 4GB - Wi-Fi + 3G - Black,,,
Amazon - Kindle Voyage - 4GB - Wi-Fi + 3G - Black,,,","Product: Amazon - Kindle Voyage - 4GB - Wi-Fi + 3G - Black,,,
Amazon - Kindle Voyage - 4GB - Wi-Fi + 3G - Black,,,
Categories: Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys

Top reviews:
Can't beat a tablet for $50 that actually works!!! I bought 3 of these for my kids, and they love it. They are cheap and affordable. Bought this tablet for a seven year old to use for YouTube videos and Netflix. It has been a good buy for this beginning tablet user. I really enjoy my Fire Tablet! I am able to read, watch videos, tv shows and much more! It is awesome for my little ones but it do not have youtube kids. Instead, you can pull up youtube kids on the regular part of the table, using the internet. That became a plus with my kids. I like how you can customize it to fit your child age! It has a lot of free games plus all of the books I read. It's awesome, I don't even use my phone as much h because I have my tablet. For the price it can't be beat. Just perfect, for my child who is only 9 years old We use it to control programmable robots Dash and Dot. A great low cost solution - would rather have kids beat up the kindle fire instead of an expensive iPad I like this tablet I'm very impressed with it I didn't expect it to do too much but my goddaughter has the same tablet and I thought I'd purchase it for my two-year-old just to keep her busy when mommy has business to handle and it does a pretty good job. I have this tablet and liked it so much I purchased another as a gift. It was easy to set up and use. She loved it. Great if you just want to read and occasionally browse the web. Great value!"
be38eb466a1c,"Amazon - Kindle Voyage - 4GB - Wi-Fi + 3G - Black,,,
Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers"",","Product: Amazon - Kindle Voyage - 4GB - Wi-Fi + 3G - Black,,,
Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers"",
Categories: Fire Tablets,Tablets,Computers & Tablets,All Tablets,Electronics, Tech Toys, Movies, Music,Electronics,iPad & Tablets,Android Tablets,Frys

Top reviews:
Its ok for the price if willing to deal with the ads and cant download certain apps."
2d973bcf7c3b,"Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,","Product: Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Categories: Tablets,Fire Tablets,Computers & Tablets,All Tablets

Top reviews:
Fast fun tablet with great speakers compared to previous fire tablet. Worth the money Easy-to-use. Lots of books obviously but also lots of apps. I have always had a kindle fire but I had one that was just overloaded with books and so I bought a new one with more memory. It is awesome and so fast. But also the battery charges very fast and hold a charge for a very long time. Dont have option for password ask you before buying apps once you authorized as allow its done.Not as many free good apps Like apple have it My husband's previous tablet died a sudden death, so I gave it back and bought this FIRE. The sound volume and quality is much better. meh. it works. i find it difficult to navigate. i also have an ipad mini. this seems to be less intuitive than the ipad. Love my new Kindle! Only had to login, and all my books were there from older Kindle...Excellant Purchase!! Great tab for my kids. This is the third fire tablet that we have purchased for our kids. My mom loves the kindle fire hd 8. She had the first kindle and it was time for an upgrade! Great buy for her birthday present!! I had one of the first Kindle fires for years and I loved it. So I wanted another newer one and it's great! Has a good battery."
152631f39e32,"Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,","Product: Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Categories: Stereos,Remote Controls,Amazon Echo,Audio Docks & Mini Speakers,Amazon Echo Accessories,Kitchen & Dining Features,Speaker Systems,Electronics,TVs Entertainment,Clearance,Smart Hubs & Wireless Routers,Featured Brands,Wireless Speakers,Smart Home & Connected Living,Home Security,Kindle Store,Home Automation,Home, Garage & Office,Home,Voice-Enabled Smart Assistants,Virtual Assistant Speakers,Portable Audio & Headphones,Electronics Features,Amazon Device Accessories,iPod, Audio Player Accessories,Home & Furniture Clearance,Consumer Electronics,Smart Home,Surveillance,Home Improvement,Smart Home & Home Automation Devices,Smart Hubs,Home Safety & Security,Voice Assistants,Alarms & Sensors,Amazon Devices,Audio,Holiday Shop

Top reviews:
Alexa is the greatest product ever I use it around the house all of the time I love my Alexa! Much simpler to set up than I expected, she was connected to my WiFi in under 3 minutes. She's yet failed to understand my request. Our next step is to get Ethernet-controlled outlets for lights, etc., so that Alexa can control those for us. This is such a neat gadget.my daughter absolutely loves it! Still learning all the things it can do but solo it is a nice quick answer system and music player. I now have mine hooked to HUE lights, Honeywell Thermostat, and a Belkin outlet with a heater. Nice to have Alexa turn on my kitchen lights when I'm running in groceries. Purchased this on cyber Monday and it was worth it. Alexa is my new best friend. Alexa is great for keeping shopping lists,controllong my wemo switches and playing music. As good as Siri for trivia, but they still both have a way to go to become less frustrating. Liked product so much we purchased the dot for upstairs and it works equally as well. After all the great reviews I thought it would be wonderful to use as a helping hand running a business solo. However, for this case it isn't very helpful. Unlike Cortana or Siri, Alexa only works with commands based on the petty apps that can generate the commands. It can't use your whole phone or computer to pull up apps or anything special. Even the simple stuff like weather was a hassle to try to change location and simple data like calendar, and anything you want to learn just refers back to the Alexa app which by the way is absolutely awful. You can't use your own calendar alone, everything has to be linked to one of the several lackluster apps that have been created. I think this will be great in the future but as far as offices go, it seems an unnecessary false luxury. At home with smart appliances may be its only use. (Recommended for home entertainment use only). I actually didn't think I'll be using the Amazon Echo as much as I do when I decided to buy it. It's definitely become a something that's called on for everyday purposes from playing music to checking traffic. I don't really have any complaints except for that the Echo doesn't hear me use its wake word so I feel like I'm screaming at it before it takes action. Overall, very satisfied. Amazon Echo is easy to use and provides a fun aspect to its application. Am looking forward to expanding to its use with home smart devices. Only downside is with a grandchild named Alexis, not being able to rename is a bit problematic. Was given as a gift and Husband extremely pleased with the purchase."
9395851a2ad1,"Amazon Echo and Fire TV Power Adapter,,,
Amazon Echo and Fire TV Power Adapter,,,","Product: Amazon Echo and Fire TV Power Adapter,,,
Amazon Echo and Fire TV Power Adapter,,,
Categories: Walmart for Business,Office Electronics,Tablets,Electronics,iPad & Tablets,All Tablets,Computers & Tablets,E-Readers & Accessories,Kindle E-readers,Electronics Features,eBook Readers,See more Amazon Kindle Voyage (Wi-Fi),See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...

Top reviews:
This is the first e-reader I've gotten and I LOVE it! In general, kindles are awesome because there is a bunch of free material you can download on amazon that you can just carry around with you. The page turning function is a little weird to get used to but you can also swipe if you don't like the sensors on the side. When you turn off the kindle there is a screen saver that is typically some kind of ad, which is kind of annoying, but it's not really worth it to pay to have the ads taken off. Again, just something to get used to. It's really easy to navigate, you can even highlight and take notes. I don't really now too much about other e-readers or kindles but I'm really happy I bought this and I'd recommend it to anyone! I previously had a first edition paper white and finally pulled the trigger on a voyage. I'm so glad I did, the resolution is great and it seems easier to read. I also like that the screen is completely flat. I don't really use the page turn buttons like I thought i would but it is nice to have the option. I have several generations of Kindle readers, and this is far and away the best. It is relatively expensive, but the features are worth it. Works great, looks great, readable in bright sun... bought this e-reader as a gift for my wife and she loves it Bought two for gifts. A huge hit!! They are readers and love not having to lug books. I also have a Nook Glow but I miss having buttons. The ""squeeze the edge"" for a page turn is what sold me. I was a little bit hesitant to get the Voyage over the Paperwhite and after holding the two I knew I wanted the Voyage. This device has been perfect! (Advice: Ask Amazon to remove the ads if you're a Prime member!)"
